seq,stamp,id,own_id,x,y,z,distance
0,1758722396.855895780,31,170,514.676,-387.438,2477.62,2560,
0,1758722396.875843741,31,170,516.687,-388.952,2487.3,2570,
0,1758722396.895794041,31,170,519.501,-391.07,2500.85,2584,
0,1758722396.915836160,31,170,512.867,-386.076,2468.91,2551,
0,1758722396.935839820,31,170,513.872,-386.833,2473.75,2556,
0,1758722396.955888700,31,170,510.052,-383.957,2455.36,2537,
0,1758722396.975905478,31,170,513.872,-386.833,2473.75,2556,
0,1758722396.995833914,31,170,515.681,-388.195,2482.46,2565,
0,1758722397.15951765,31,170,515.681,-388.195,2482.46,2565,
0,1758722397.35823081,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.55880268,31,170,516.687,-388.952,2487.3,2570,
0,1758722397.75775752,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.95927516,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.115941864,31,170,513.872,-386.833,2473.75,2556,
0,1758722397.135824112,31,170,513.872,-386.833,2473.75,2556,
0,1758722397.155898290,31,170,515.681,-388.195,2482.46,2565,
0,1758722397.175834859,31,170,519.501,-391.07,2500.85,2584,
0,1758722397.195804554,31,170,516.687,-388.952,2487.3,2570,
0,1758722397.215913285,31,170,517.692,-389.708,2492.14,2575,
0,1758722397.235874809,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.255868461,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.275882052,31,170,517.692,-389.708,2492.14,2575,
0,1758722397.295888958,31,170,513.872,-386.833,2473.75,2556,
0,1758722397.315907976,31,170,515.681,-388.195,2482.46,2565,
0,1758722397.335788987,31,170,516.687,-388.952,2487.3,2570,
0,1758722397.355829077,31,170,516.687,-388.952,2487.3,2570,
0,1758722397.375913766,31,170,518.496,-390.314,2496.01,2579,
0,1758722397.395890260,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.415801624,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.435806297,31,170,511.862,-385.319,2464.07,2546,
0,1758722397.455869380,31,170,518.496,-390.314,2496.01,2579,
0,1758722397.475921542,31,170,511.862,-385.319,2464.07,2546,
0,1758722397.495850365,31,170,518.496,-390.314,2496.01,2579,
0,1758722397.515877549,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.535819190,31,170,513.872,-386.833,2473.75,2556,
0,1758722397.555852472,31,170,513.872,-386.833,2473.75,2556,
0,1758722397.575927045,31,170,517.692,-389.708,2492.14,2575,
0,1758722397.595840442,31,170,516.687,-388.952,2487.3,2570,
0,1758722397.615933562,31,170,516.687,-388.952,2487.3,2570,
0,1758722397.635810116,31,170,510.052,-383.957,2455.36,2537,
0,1758722397.655875637,31,170,522.316,-393.189,2514.4,2598,
0,1758722397.675908928,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.695807719,31,170,511.862,-385.319,2464.07,2546,
0,1758722397.715918373,31,170,520.506,-391.827,2505.69,2589,
0,1758722397.735978489,31,170,512.867,-386.076,2468.91,2551,
0,1758722397.755886323,31,170,511.862,-385.319,2464.07,2546,
0,1758722397.775917865,31,170,512.867,-386.076,2468.91,2551,
0,1758722397.795905906,31,170,511.862,-385.319,2464.07,2546,
0,1758722397.815914328,31,170,513.872,-386.833,2473.75,2556,
0,1758722397.835867076,31,170,517.692,-389.708,2492.14,2575,
0,1758722397.855819252,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.875956774,31,170,514.676,-387.438,2477.62,2560,
0,1758722397.895925096,31,170,518.496,-390.314,2496.01,2579,
0,1758722397.915909883,31,170,511.862,-385.319,2464.07,2546,
0,1758722397.935765302,31,170,517.692,-389.708,2492.14,2575,
0,1758722397.955854376,31,170,520.506,-391.827,2505.69,2589,
0,1758722397.975885088,31,170,517.692,-389.708,2492.14,2575,
0,1758722397.995943434,31,170,518.496,-390.314,2496.01,2579,
0,1758722398.15821644,31,170,516.687,-388.952,2487.3,2570,
0,1758722398.35851790,31,170,516.687,-388.952,2487.3,2570,
0,1758722398.55728422,31,170,516.687,-388.952,2487.3,2570,
0,1758722398.75718564,31,170,516.687,-388.952,2487.3,2570,
0,1758722398.95715844,31,170,517.692,-389.708,2492.14,2575,
0,1758722398.115717035,31,170,518.496,-390.314,2496.01,2579,
0,1758722398.135840732,31,170,518.496,-390.314,2496.01,2579,
0,1758722398.155715780,31,170,516.687,-388.952,2487.3,2570,
0,1758722398.175719530,31,170,514.676,-387.438,2477.62,2560,
0,1758722398.195714602,31,170,514.676,-387.438,2477.62,2560,
0,1758722398.215719072,31,170,518.496,-390.314,2496.01,2579,
0,1758722398.235791386,31,170,514.676,-387.438,2477.62,2560,
0,1758722398.255701640,31,170,513.872,-386.833,2473.75,2556,
0,1758722398.275714143,31,170,518.496,-390.314,2496.01,2579,
0,1758722398.295752258,31,170,514.676,-387.438,2477.62,2560,
0,1758722398.315801304,31,170,516.687,-388.952,2487.3,2570,
0,1758722398.335807827,31,170,514.676,-387.438,2477.62,2560,
0,1758722398.355728256,31,170,510.052,-383.957,2455.36,2537,
0,1758722398.375822927,31,170,511.057,-384.714,2460.2,2542,
0,1758722398.395743857,31,170,511.057,-384.714,2460.2,2542,
0,1758722398.415967429,31,170,511.862,-385.319,2464.07,2546,
0,1758722398.435951871,31,170,515.681,-388.195,2482.46,2565,
0,1758722398.455921224,31,170,517.692,-389.708,2492.14,2575,
0,1758722398.475928146,31,170,512.867,-386.076,2468.91,2551,
0,1758722398.495949996,31,170,514.676,-387.438,2477.62,2560,
0,1758722398.515870280,31,170,516.687,-388.952,2487.3,2570,
0,1758722398.535867314,31,170,519.501,-391.07,2500.85,2584,
0,1758722398.555848949,31,170,511.057,-384.714,2460.2,2542,
0,1758722398.575840078,31,170,512.867,-386.076,2468.91,2551,
0,1758722398.595921300,31,170,519.501,-391.07,2500.85,2584,
0,1758722398.615922235,31,170,514.676,-387.438,2477.62,2560,
0,1758722398.635846402,31,170,511.057,-384.714,2460.2,2542,
0,1758722398.655824338,31,170,511.057,-384.714,2460.2,2542,
0,1758722398.675798220,31,170,511.057,-384.714,2460.2,2542,
0,1758722398.695858307,31,170,516.687,-388.952,2487.3,2570,
0,1758722398.715891633,31,170,513.872,-386.833,2473.75,2556,
0,1758722398.735818740,31,170,512.867,-386.076,2468.91,2551,
0,1758722398.755831590,31,170,520.506,-391.827,2505.69,2589,
0,1758722398.775896719,31,170,523.321,-393.946,2519.24,2603,
0,1758722398.795851379,31,170,519.501,-391.07,2500.85,2584,
0,1758722398.815926001,31,170,513.872,-386.833,2473.75,2556,
0,1758722398.835849261,31,170,511.862,-385.319,2464.07,2546,
0,1758722398.855833197,31,170,511.057,-384.714,2460.2,2542,
0,1758722398.875950182,31,170,514.676,-387.438,2477.62,2560,
0,1758722398.895814030,31,170,511.862,-385.319,2464.07,2546,
0,1758722398.915997639,31,170,511.862,-385.319,2464.07,2546,
0,1758722398.935889782,31,170,513.872,-386.833,2473.75,2556,
0,1758722398.955843182,31,170,511.862,-385.319,2464.07,2546,
0,1758722398.975866315,31,170,513.872,-386.833,2473.75,2556,
0,1758722398.995740413,31,170,517.692,-389.708,2492.14,2575,
0,1758722399.15747143,31,170,519.501,-391.07,2500.85,2584,
0,1758722399.35920558,31,170,510.052,-383.957,2455.36,2537,
0,1758722399.55793435,31,170,512.867,-386.076,2468.91,2551,
0,1758722399.75747554,31,170,515.681,-388.195,2482.46,2565,
0,1758722399.95705124,31,170,512.867,-386.076,2468.91,2551,
0,1758722399.115968527,31,170,513.872,-386.833,2473.75,2556,
0,1758722399.135961791,31,170,515.681,-388.195,2482.46,2565,
0,1758722399.156204512,31,170,511.057,-384.714,2460.2,2542,
0,1758722399.175950853,31,170,511.057,-384.714,2460.2,2542,
0,1758722399.195978515,31,170,518.496,-390.314,2496.01,2579,
0,1758722399.216016826,31,170,516.687,-388.952,2487.3,2570,
0,1758722399.235776281,31,170,511.862,-385.319,2464.07,2546,
0,1758722399.255902011,31,170,515.681,-388.195,2482.46,2565,
0,1758722399.275933187,31,170,511.862,-385.319,2464.07,2546,
0,1758722399.295942748,31,170,515.681,-388.195,2482.46,2565,
0,1758722399.315937705,31,170,514.676,-387.438,2477.62,2560,
0,1758722399.335866909,31,170,518.496,-390.314,2496.01,2579,
0,1758722399.355799959,31,170,511.057,-384.714,2460.2,2542,
0,1758722399.375821335,31,170,514.676,-387.438,2477.62,2560,
0,1758722399.395871478,31,170,514.676,-387.438,2477.62,2560,
0,1758722399.415868503,31,170,512.867,-386.076,2468.91,2551,
0,1758722399.435967166,31,170,512.867,-386.076,2468.91,2551,
0,1758722399.455899558,31,170,514.676,-387.438,2477.62,2560,
0,1758722399.475883690,31,170,512.867,-386.076,2468.91,2551,
0,1758722399.495881514,31,170,512.867,-386.076,2468.91,2551,
0,1758722399.515942695,31,170,511.862,-385.319,2464.07,2546,
0,1758722399.536215138,31,170,513.872,-386.833,2473.75,2556,
0,1758722399.555764415,31,170,511.862,-385.319,2464.07,2546,
0,1758722399.575921607,31,170,517.692,-389.708,2492.14,2575,
0,1758722399.595899259,31,170,512.867,-386.076,2468.91,2551,
0,1758722399.616191306,31,170,504.423,-379.72,2428.26,2509,
0,1758722399.635979247,31,170,507.237,-381.839,2441.81,2523,
0,1758722399.655776093,31,170,511.057,-384.714,2460.2,2542,
0,1758722399.675855004,31,170,511.057,-384.714,2460.2,2542,
0,1758722399.695887460,31,170,511.057,-384.714,2460.2,2542,
0,1758722399.715989102,31,170,514.676,-387.438,2477.62,2560,
0,1758722399.735868123,31,170,511.862,-385.319,2464.07,2546,
0,1758722399.755788537,31,170,512.867,-386.076,2468.91,2551,
0,1758722399.775868938,31,170,516.687,-388.952,2487.3,2570,
0,1758722399.795881230,31,170,514.676,-387.438,2477.62,2560,
0,1758722399.815965888,31,170,514.676,-387.438,2477.62,2560,
0,1758722399.835897824,31,170,511.057,-384.714,2460.2,2542,
0,1758722399.855833180,31,170,511.862,-385.319,2464.07,2546,
0,1758722399.875906112,31,170,515.681,-388.195,2482.46,2565,
0,1758722399.895959173,31,170,511.862,-385.319,2464.07,2546,
0,1758722399.916157780,31,170,512.867,-386.076,2468.91,2551,
0,1758722399.935946228,31,170,515.681,-388.195,2482.46,2565,
0,1758722399.956143837,31,170,515.681,-388.195,2482.46,2565,
0,1758722399.975939381,31,170,511.862,-385.319,2464.07,2546,
0,1758722399.995891685,31,170,508.243,-382.595,2446.65,2528,
0,1758722400.15768044,31,170,516.687,-388.952,2487.3,2570,
0,1758722400.35782539,31,170,513.872,-386.833,2473.75,2556,
0,1758722400.55680876,31,170,506.232,-381.082,2436.97,2518,
0,1758722400.75760596,31,170,509.047,-383.201,2450.52,2532,
0,1758722400.95780824,31,170,513.872,-386.833,2473.75,2556,
0,1758722400.115829616,31,170,513.872,-386.833,2473.75,2556,
0,1758722400.135886275,31,170,515.681,-388.195,2482.46,2565,
0,1758722400.155854836,31,170,506.232,-381.082,2436.97,2518,
0,1758722400.175864204,31,170,510.052,-383.957,2455.36,2537,
0,1758722400.195828168,31,170,509.047,-383.201,2450.52,2532,
0,1758722400.215908825,31,170,509.047,-383.201,2450.52,2532,
0,1758722400.235873262,31,170,504.423,-379.72,2428.26,2509,
0,1758722400.255920486,31,170,507.237,-381.839,2441.81,2523,
0,1758722400.275924185,31,170,510.052,-383.957,2455.36,2537,
0,1758722400.295890200,31,170,511.057,-384.714,2460.2,2542,
0,1758722400.316017028,31,170,507.237,-381.839,2441.81,2523,
0,1758722400.335804795,31,170,514.676,-387.438,2477.62,2560,
0,1758722400.355966123,31,170,518.496,-390.314,2496.01,2579,
0,1758722400.375749245,31,170,512.867,-386.076,2468.91,2551,
0,1758722400.395848848,31,170,512.867,-386.076,2468.91,2551,
0,1758722400.415919433,31,170,515.681,-388.195,2482.46,2565,
0,1758722400.435905650,31,170,522.316,-393.189,2514.4,2598,
0,1758722400.455857791,31,170,513.872,-386.833,2473.75,2556,
0,1758722400.475890749,31,170,513.872,-386.833,2473.75,2556,
0,1758722400.495870944,31,170,511.057,-384.714,2460.2,2542,
0,1758722400.515950777,31,170,507.237,-381.839,2441.81,2523,
0,1758722400.535849815,31,170,511.862,-385.319,2464.07,2546,
0,1758722400.555899902,31,170,504.423,-379.72,2428.26,2509,
0,1758722400.575879570,31,170,511.057,-384.714,2460.2,2542,
0,1758722400.595892067,31,170,511.057,-384.714,2460.2,2542,
0,1758722400.615855713,31,170,512.867,-386.076,2468.91,2551,
0,1758722400.635849605,31,170,511.862,-385.319,2464.07,2546,
0,1758722400.655938255,31,170,514.676,-387.438,2477.62,2560,
0,1758722400.675816152,31,170,512.867,-386.076,2468.91,2551,
0,1758722400.695891405,31,170,513.872,-386.833,2473.75,2556,
0,1758722400.715855500,31,170,510.052,-383.957,2455.36,2537,
0,1758722400.735948979,31,170,510.052,-383.957,2455.36,2537,
0,1758722400.755892486,31,170,509.047,-383.201,2450.52,2532,
0,1758722400.775877277,31,170,513.872,-386.833,2473.75,2556,
0,1758722400.795925973,31,170,510.052,-383.957,2455.36,2537,
0,1758722400.815828198,31,170,511.862,-385.319,2464.07,2546,
0,1758722400.835940415,31,170,514.676,-387.438,2477.62,2560,
0,1758722400.855864184,31,170,513.872,-386.833,2473.75,2556,
0,1758722400.875913135,31,170,512.867,-386.076,2468.91,2551,
0,1758722400.895841987,31,170,512.867,-386.076,2468.91,2551,
0,1758722400.915872065,31,170,511.057,-384.714,2460.2,2542,
0,1758722400.935861699,31,170,511.057,-384.714,2460.2,2542,
0,1758722400.955916393,31,170,512.867,-386.076,2468.91,2551,
0,1758722400.975851043,31,170,512.867,-386.076,2468.91,2551,
0,1758722400.995735435,31,170,512.867,-386.076,2468.91,2551,
0,1758722401.15769869,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.35734504,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.55766668,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.75744953,31,170,513.872,-386.833,2473.75,2556,
0,1758722401.95883912,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.115777504,31,170,510.052,-383.957,2455.36,2537,
0,1758722401.135747417,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.155826579,31,170,513.872,-386.833,2473.75,2556,
0,1758722401.175823485,31,170,513.872,-386.833,2473.75,2556,
0,1758722401.195854338,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.215888263,31,170,512.867,-386.076,2468.91,2551,
0,1758722401.235833155,31,170,517.692,-389.708,2492.14,2575,
0,1758722401.255986765,31,170,517.692,-389.708,2492.14,2575,
0,1758722401.275830934,31,170,512.867,-386.076,2468.91,2551,
0,1758722401.295937922,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.315797326,31,170,513.872,-386.833,2473.75,2556,
0,1758722401.335784446,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.356164356,31,170,515.681,-388.195,2482.46,2565,
0,1758722401.375860494,31,170,514.676,-387.438,2477.62,2560,
0,1758722401.396008578,31,170,515.681,-388.195,2482.46,2565,
0,1758722401.415917262,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.436030335,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.456006506,31,170,513.872,-386.833,2473.75,2556,
0,1758722401.475805114,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.495856670,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.515869604,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.535912185,31,170,515.681,-388.195,2482.46,2565,
0,1758722401.555820678,31,170,514.676,-387.438,2477.62,2560,
0,1758722401.575817453,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.595867004,31,170,510.052,-383.957,2455.36,2537,
0,1758722401.615887041,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.635854171,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.655855954,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.675717246,31,170,510.052,-383.957,2455.36,2537,
0,1758722401.695858712,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.715748675,31,170,504.423,-379.72,2428.26,2509,
0,1758722401.735939080,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.755871536,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.775873383,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.795922905,31,170,511.057,-384.714,2460.2,2542,
0,1758722401.815999921,31,170,515.681,-388.195,2482.46,2565,
0,1758722401.835864018,31,170,513.872,-386.833,2473.75,2556,
0,1758722401.855977122,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.875903834,31,170,514.676,-387.438,2477.62,2560,
0,1758722401.895805948,31,170,508.243,-382.595,2446.65,2528,
0,1758722401.915898174,31,170,513.872,-386.833,2473.75,2556,
0,1758722401.935856364,31,170,511.862,-385.319,2464.07,2546,
0,1758722401.955874947,31,170,506.232,-381.082,2436.97,2518,
0,1758722401.975876261,31,170,519.501,-391.07,2500.85,2584,
0,1758722401.995834287,31,170,516.687,-388.952,2487.3,2570,
0,1758722402.15824717,31,170,507.237,-381.839,2441.81,2523,
0,1758722402.35855154,31,170,507.237,-381.839,2441.81,2523,
0,1758722402.55848830,31,170,513.872,-386.833,2473.75,2556,
0,1758722402.75879942,31,170,516.687,-388.952,2487.3,2570,
0,1758722402.95845918,31,170,507.237,-381.839,2441.81,2523,
0,1758722402.115931803,31,170,513.872,-386.833,2473.75,2556,
0,1758722402.135906836,31,170,514.676,-387.438,2477.62,2560,
0,1758722402.155849183,31,170,514.676,-387.438,2477.62,2560,
0,1758722402.175887910,31,170,514.676,-387.438,2477.62,2560,
0,1758722402.195942164,31,170,510.052,-383.957,2455.36,2537,
0,1758722402.215923525,31,170,506.232,-381.082,2436.97,2518,
0,1758722402.236073875,31,170,508.243,-382.595,2446.65,2528,
0,1758722402.256005767,31,170,512.867,-386.076,2468.91,2551,
0,1758722402.275911639,31,170,515.681,-388.195,2482.46,2565,
0,1758722403.175860115,31,170,518.496,-390.314,2496.01,2579,
0,1758722403.195743124,31,170,526.136,-396.065,2532.79,2617,
0,1758722403.215745942,31,170,516.687,-388.952,2487.3,2570,
0,1758722403.235726010,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.255842535,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.275832820,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.295787493,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.315801405,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.335884215,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.355891582,31,170,523.321,-393.946,2519.24,2603,
0,1758722403.375812396,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.395899057,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.415823345,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.435866866,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.455844869,31,170,518.496,-390.314,2496.01,2579,
0,1758722403.475856123,31,170,521.311,-392.433,2509.56,2593,
0,1758722403.495775359,31,170,518.496,-390.314,2496.01,2579,
0,1758722403.515822608,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.535774175,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.555731574,31,170,522.316,-393.189,2514.4,2598,
0,1758722403.575784042,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.595719455,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.615818279,31,170,518.496,-390.314,2496.01,2579,
0,1758722403.635971365,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.655935667,31,170,521.311,-392.433,2509.56,2593,
0,1758722403.675963691,31,170,521.311,-392.433,2509.56,2593,
0,1758722403.695931198,31,170,518.496,-390.314,2496.01,2579,
0,1758722403.715825375,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.735807151,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.755791592,31,170,518.496,-390.314,2496.01,2579,
0,1758722403.775920854,31,170,520.506,-391.827,2505.69,2589,
0,1758722403.796003749,31,170,518.496,-390.314,2496.01,2579,
0,1758722403.815846756,31,170,515.681,-388.195,2482.46,2565,
0,1758722403.835842873,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.855893514,31,170,519.501,-391.07,2500.85,2584,
0,1758722403.875916437,31,170,517.692,-389.708,2492.14,2575,
0,1758722403.895986970,31,170,516.687,-388.952,2487.3,2570,
0,1758722403.915920147,31,170,518.496,-390.314,2496.01,2579,
0,1758722403.935866101,31,170,516.687,-388.952,2487.3,2570,
0,1758722403.956020321,31,170,515.681,-388.195,2482.46,2565,
0,1758722403.976005677,31,170,518.496,-390.314,2496.01,2579,
0,1758722403.996122782,31,170,526.136,-396.065,2532.79,2617,
0,1758722404.16006097,31,170,527.945,-397.427,2541.5,2626,
0,1758722404.35851931,31,170,523.321,-393.946,2519.24,2603,
0,1758722404.55846701,31,170,529.755,-398.789,2550.21,2635,
0,1758722404.75886357,31,170,542.018,-408.021,2609.24,2696,
0,1758722404.95759605,31,170,541.214,-407.415,2605.37,2692,
0,1758722404.115752203,31,170,541.214,-407.415,2605.37,2692,
0,1758722404.135799201,31,170,539.204,-405.902,2595.69,2682,
0,1758722404.155824374,31,170,539.204,-405.902,2595.69,2682,
0,1758722404.175874456,31,170,541.214,-407.415,2605.37,2692,
0,1758722404.195828850,31,170,526.136,-396.065,2532.79,2617,
0,1758722404.215804724,31,170,530.76,-399.546,2555.05,2640,
0,1758722404.235927689,31,170,522.316,-393.189,2514.4,2598,
0,1758722404.255986156,31,170,512.867,-386.076,2468.91,2551,
0,1758722404.275946190,31,170,511.862,-385.319,2464.07,2546,
0,1758722404.296047160,31,170,514.676,-387.438,2477.62,2560,
0,1758722404.315920734,31,170,521.311,-392.433,2509.56,2593,
0,1758722404.335956805,31,170,531.765,-400.302,2559.88,2645,
0,1758722404.355743413,31,170,528.95,-398.184,2546.34,2631,
0,1758722404.375906305,31,170,528.95,-398.184,2546.34,2631,
0,1758722404.715865575,31,170,511.862,-385.319,2464.07,2546,
0,1758722404.735814180,31,170,513.872,-386.833,2473.75,2556,
0,1758722404.755840348,31,170,513.872,-386.833,2473.75,2556,
0,1758722404.775854327,31,170,515.681,-388.195,2482.46,2565,
0,1758722404.795859085,31,170,518.496,-390.314,2496.01,2579,
0,1758722404.815852360,31,170,517.692,-389.708,2492.14,2575,
0,1758722404.835809248,31,170,518.496,-390.314,2496.01,2579,
0,1758722404.855803125,31,170,511.862,-385.319,2464.07,2546,
0,1758722404.875758710,31,170,515.681,-388.195,2482.46,2565,
0,1758722404.895816013,31,170,515.681,-388.195,2482.46,2565,
0,1758722404.915807007,31,170,512.867,-386.076,2468.91,2551,
0,1758722404.935842763,31,170,512.867,-386.076,2468.91,2551,
0,1758722404.955810619,31,170,512.867,-386.076,2468.91,2551,
0,1758722404.975826885,31,170,511.862,-385.319,2464.07,2546,
0,1758722404.995896240,31,170,514.676,-387.438,2477.62,2560,
0,1758722405.16168389,31,170,511.862,-385.319,2464.07,2546,
0,1758722405.35928434,31,170,511.862,-385.319,2464.07,2546,
0,1758722405.55901903,31,170,511.057,-384.714,2460.2,2542,
0,1758722405.75929403,31,170,513.872,-386.833,2473.75,2556,
0,1758722405.95823221,31,170,518.496,-390.314,2496.01,2579,
0,1758722405.115770016,31,170,516.687,-388.952,2487.3,2570,
0,1758722405.135760925,31,170,519.501,-391.07,2500.85,2584,
0,1758722405.155785006,31,170,519.501,-391.07,2500.85,2584,
0,1758722405.175841423,31,170,523.321,-393.946,2519.24,2603,
0,1758722405.195957827,31,170,516.687,-388.952,2487.3,2570,
0,1758722405.216161907,31,170,516.687,-388.952,2487.3,2570,
0,1758722405.235946341,31,170,515.681,-388.195,2482.46,2565,
0,1758722405.255954603,31,170,517.692,-389.708,2492.14,2575,
0,1758722405.275820677,31,170,518.496,-390.314,2496.01,2579,
0,1758722405.295826746,31,170,517.692,-389.708,2492.14,2575,
0,1758722405.315807694,31,170,515.681,-388.195,2482.46,2565,
0,1758722405.335800687,31,170,516.687,-388.952,2487.3,2570,
0,1758722405.355814157,31,170,516.687,-388.952,2487.3,2570,
0,1758722405.375873114,31,170,515.681,-388.195,2482.46,2565,
0,1758722405.395815221,31,170,514.676,-387.438,2477.62,2560,
0,1758722405.415801480,31,170,514.676,-387.438,2477.62,2560,
0,1758722405.435796399,31,170,518.496,-390.314,2496.01,2579,
0,1758722405.455844604,31,170,511.057,-384.714,2460.2,2542,
0,1758722405.475886064,31,170,516.687,-388.952,2487.3,2570,
0,1758722405.495932466,31,170,514.676,-387.438,2477.62,2560,
0,1758722405.515916696,31,170,513.872,-386.833,2473.75,2556,
0,1758722405.536036383,31,170,513.872,-386.833,2473.75,2556,
0,1758722405.556016667,31,170,511.057,-384.714,2460.2,2542,
0,1758722406.335822072,31,170,517.692,-389.708,2492.14,2575,
0,1758722406.355766671,31,170,516.687,-388.952,2487.3,2570,
0,1758722406.375848511,31,170,515.681,-388.195,2482.46,2565,
0,1758722406.395908518,31,170,512.867,-386.076,2468.91,2551,
0,1758722406.415948641,31,170,512.867,-386.076,2468.91,2551,
0,1758722406.435941056,31,170,512.867,-386.076,2468.91,2551,
0,1758722406.456062456,31,170,512.867,-386.076,2468.91,2551,
0,1758722406.475848897,31,170,511.057,-384.714,2460.2,2542,
0,1758722406.495821436,31,170,509.047,-383.201,2450.52,2532,
